timestamp,luminosidade_prevista
,1.0000000000000024
,0.8888888888888874
,0.777777777777783
,0.6666666666666703
,0.555555555555561
,0.44444444444444475
,0.33333333333333204
,0.22222222222222754
,0.11111111111111482
,5.662137425588298e-15
